id,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
356,11.739999999999998,0.06999999999999995,1.1500000000000001,7.99,76.83,1.49,-0.21000000000000008,0.18000000000000002,-0.030000000000000027,0.1399999999999999,0.8700000000000001,1.26,273.72,1
357,13.8,3.6399999999999997,2.6300000000000003,23.12,90.11,1.7899999999999998,0.35000000000000003,0.51,1.11,8.239999999999998,0.52,1.31,430.08000000000004,2
358,11.78,4.18,2.3600000000000003,20.62,80.37,2.79,2.92,0.19999999999999998,2.8400000000000003,2.53,0.72,3.56,343.99,1
359,13.05,2.9899999999999998,2.04,17.7,80.32,1.28,-0.06000000000000005,0.51,0.5700000000000001,4.45,0.6900000000000001,1.44,410.59000000000003,2
360,13.36,2.2800000000000002,2.62,23.6,101.16,1.3800000000000001,0.57,0.36,1.3900000000000001,8.040000000000001,0.6799999999999999,1.61,665.29,2
361,13.1,1.39,2.78,14.74,106.76,2.46,2.45,0.31000000000000005,1.23,4.069999999999999,1.04,2.6199999999999997,808.61,0
362,12.639999999999999,3.7800000000000002,2.38,22.74,99.87,2.7800000000000002,2.4699999999999998,0.42,1.9,2.3899999999999997,1.17,3.07,438.06,1
363,14.049999999999999,1.4000000000000001,2.43,15.92,105.52,3.19,3.7600000000000002,0.3,1.76,8.299999999999999,1.19,2.6999999999999997,1625.38,0
364,12.489999999999998,4.08,2.35,19.93,79.27,1.41,0.18000000000000005,0.41,0.59,6.5600000000000005,0.43000000000000005,1.53,476.7,2
365,12.0,1.6400000000000001,2.0,16.04,83.49,1.1600000000000001,-0.07999999999999996,0.54,0.52,5.39,0.5599999999999999,1.06,463.25,2
366,11.579999999999998,1.8399999999999999,2.71,27.65,88.35,1.97,1.9900000000000002,0.5499999999999999,1.61,2.41,0.9099999999999999,2.26,385.62,1
367,13.72,1.02,2.13,14.260000000000002,109.27,2.8200000000000003,2.39,0.18,1.6799999999999997,4.96,0.7999999999999999,2.88,777.45,0
368,12.31,0.71,1.79,9.36,78.99,2.1500000000000004,2.36,0.06000000000000001,2.39,5.09,0.9100000000000001,2.2600000000000002,863.04,0
369,13.06,0.78,2.18,13.17,76.89,2.0700000000000003,1.9099999999999997,0.18,1.32,3.63,0.96,2.3,1053.05,0
370,12.19,4.12,2.65,25.57,98.02,2.0300000000000002,1.8499999999999999,0.4,1.55,1.4300000000000002,0.8600000000000001,2.92,277.31,1
371,11.67,1.9300000000000002,2.6900000000000004,20.94,131.61,1.5,0.82,0.12000000000000001,1.46,2.11,0.9099999999999999,2.1399999999999997,572.35,1
372,12.110000000000001,0.91,2.07,19.990000000000002,73.27,0.9099999999999999,1.01,0.39,1.2,1.5599999999999998,0.71,1.89,251.48,1
373,11.67,2.3,2.1399999999999997,16.82,86.67,0.8400000000000001,-0.16000000000000003,0.32,0.36,3.99,0.51,1.37,304.34000000000003,2
374,13.14,1.17,2.12,22.54,80.77,1.6099999999999999,1.4000000000000001,0.22000000000000003,0.78,2.7300000000000004,0.88,2.4699999999999998,334.65999999999997,1
375,12.66,2.6900000000000004,2.33,19.09,100.1,1.1300000000000001,0.95,0.21,0.6699999999999999,4.7700000000000005,0.6799999999999999,1.23,444.03,2
376,11.54,0.010000000000000009,2.01,12.74,87.07,1.44,0.1200000000000001,0.51,-0.15000000000000008,1.0100000000000002,1.03,0.98,372.9,1
377,13.67,1.5699999999999998,2.22,16.09,116.68,2.54,2.81,0.19999999999999998,1.57,5.64,0.9,3.1300000000000003,1030.99,0
378,13.02,1.5899999999999999,2.5900000000000003,15.68,97.21,2.79,2.89,0.27,1.47,5.22,0.9900000000000001,2.5999999999999996,1164.28,0
379,12.149999999999999,0.76,2.02,17.58,84.08,3.35,3.48,0.21,1.79,3.86,0.98,2.58,573.61,1
380,13.139999999999999,2.25,2.27,19.08,85.06,1.23,0.21999999999999997,0.33999999999999997,0.48,4.96,0.6399999999999999,2.27,693.11,2
381,11.08,1.84,1.97,14.85,98.53999999999999,1.13,0.3800000000000001,0.31,0.4099999999999999,0.46999999999999975,0.74,1.85,203.32999999999998,1
382,13.85,1.67,2.31,17.75,98.53,2.55,2.61,0.28,2.1999999999999997,5.470000000000001,1.0,2.53,961.39,0
383,12.87,0.6799999999999999,1.6199999999999999,14.01,73.75,2.79,2.8800000000000003,0.22,2.11,4.609999999999999,1.05,2.97,408.28,1
384,12.85,1.3,2.02,9.76,93.83,2.38,2.3299999999999996,0.21000000000000002,1.03,3.38,0.9500000000000001,3.09,913.9,0
385,13.66,3.2800000000000002,2.25,16.64,101.34,2.43,1.9699999999999998,0.21999999999999997,0.86,3.67,0.72,2.85,867.01,0
386,13.01,3.29,1.9900000000000002,17.16,82.99,2.14,2.1900000000000004,0.21000000000000002,1.2,3.1400000000000006,0.8,2.65,880.52,0
387,13.010000000000002,0.9000000000000001,2.12,13.740000000000002,88.76,2.07,2.02,0.16000000000000003,1.2,1.8099999999999998,0.9100000000000001,3.39,765.0899999999999,0
388,12.69,2.75,2.56,23.38,98.36,2.1999999999999997,0.42,0.51,0.7000000000000001,4.49,0.85,2.02,531.84,2
389,12.11,2.1199999999999997,2.16,20.71,84.46,1.44,1.4500000000000002,0.61,1.2,1.8000000000000003,0.77,3.0199999999999996,192.95,1
390,13.3,2.2,2.6,23.35,100.1,1.34,0.49999999999999994,0.35000000000000003,1.34,7.86,0.66,1.56,641.99,2
391,13.270000000000001,2.59,2.43,13.67,109.47,2.41,2.57,0.11000000000000001,1.4,4.039999999999999,0.86,3.04,701.02,0
392,12.430000000000001,1.4100000000000001,2.1,17.6,80.85,1.9700000000000002,2.17,0.22,1.56,3.06,1.0799999999999998,2.88,600.5,1
393,13.71,1.68,2.4000000000000004,15.84,88.32,2.5700000000000003,2.71,0.27999999999999997,1.78,5.489999999999999,1.14,2.87,1305.11,0
394,13.540000000000001,2.5300000000000002,2.68,24.34,104.32,1.52,0.7899999999999999,0.38,1.51,8.55,0.73,1.77,735.05,2
395,11.8,1.7000000000000002,2.28,18.759999999999998,88.42,2.14,1.44,0.26,0.93,1.2499999999999998,0.65,2.9,226.8,1
396,11.7,0.7900000000000001,2.01,17.959999999999997,92.55,0.6400000000000001,0.29000000000000004,0.28,1.04,1.3499999999999999,0.736,1.3,639.62,1
397,13.38,0.86,1.8199999999999998,16.82,88.97,1.8800000000000001,1.44,0.28,0.53,2.98,1.15,2.21,519.17,1
398,12.7,2.54,2.45,21.63,110.4,1.41,1.25,0.22999999999999998,1.2,10.540000000000001,0.44999999999999996,1.39,444.69,2
399,12.02,1.2999999999999998,2.48,22.24,82.9,2.5100000000000002,2.21,0.42,1.0,2.7199999999999998,0.91,3.14,360.8,1
400,11.629999999999999,0.71,2.3499999999999996,16.79,94.57,1.48,1.0899999999999999,0.37,0.65,1.4200000000000002,1.3,1.76,146.97,1
401,12.620000000000001,2.76,1.85,15.56,76.13,1.8400000000000003,1.7100000000000002,0.15000000000000002,0.9199999999999999,2.0300000000000002,0.6900000000000001,2.31,729.21,0
402,13.02,2.17,2.62,18.03,98.56,2.69,3.0700000000000003,0.27999999999999997,2.71,5.279999999999999,0.99,3.05,1131.31,0
403,12.67,3.16,2.25,18.89,85.38,1.3699999999999999,0.48000000000000004,0.38,0.86,9.83,0.6799999999999999,1.62,627.14,2
404,11.420000000000002,0.09999999999999987,1.48,13.55,137.09,1.2400000000000002,0.31000000000000005,0.020000000000000018,1.94,0.5900000000000003,1.06,2.38,411.35,1
405,11.64,1.8900000000000001,2.68,20.8,131.02,1.4700000000000002,0.78,0.11000000000000001,1.44,2.02,0.8999999999999999,2.11,559.26,1
406,13.12,4.26,2.18,17.95,83.23,1.62,0.19000000000000006,0.38999999999999996,0.67,2.9800000000000004,0.77,1.6099999999999999,356.53,2
407,11.94,2.83,2.1399999999999997,19.88,87.65,2.24,1.6199999999999997,0.31,1.41,0.3999999999999999,0.98,2.4699999999999998,168.55,1
408,13.16,1.1600000000000001,2.54,15.26,103.71000000000001,2.49,2.33,0.22999999999999998,1.13,5.949999999999999,1.15,2.4699999999999998,1127.19,0
409,13.489999999999998,1.38,2.67,17.849999999999998,100.37,2.66,2.5100000000000002,0.31,1.49,3.42,1.14,3.07,768.8199999999999,0
410,13.38,3.44,2.15,19.06,86.12,1.54,0.35,0.5599999999999999,0.8,5.390000000000001,0.78,1.73,538.55,2
411,13.24,1.27,2.5700000000000003,15.579999999999998,105.08,2.5500000000000003,2.43,0.24,1.18,6.18,1.17,2.54,1157.48,0
412,12.4,2.68,2.16,16.19,96.11,0.96,0.010000000000000009,0.31000000000000005,0.5399999999999999,3.67,0.52,1.26,456.85,2
413,13.08,0.73,2.17,10.96,97.99,3.31,2.83,0.21000000000000002,1.35,4.9399999999999995,0.8,2.61,903.15,0
414,13.030000000000001,3.39,2.35,21.46,95.41,1.51,0.29,0.37,1.15,6.2299999999999995,0.59,1.23,604.69,2
415,12.4,2.08,2.52,18.81,86.62,1.1300000000000001,-0.16000000000000003,0.45,0.37,3.0799999999999996,0.62,1.84,393.18,2
416,13.93,1.23,2.39,15.42,103.37,3.0999999999999996,3.6100000000000003,0.28,1.6700000000000002,7.949999999999999,1.16,2.59,1577.84,0
417,13.52,0.73,2.1900000000000004,12.67,114.49,2.25,2.19,0.17000000000000004,1.79,3.61,0.8400000000000001,3.3,789.1600000000001,0
418,12.91,0.8699999999999999,2.0500000000000003,21.63,76.86,1.44,1.1300000000000001,0.18000000000000002,0.6200000000000001,2.0900000000000003,0.82,2.28,248.51,1
419,13.18,4.29,2.78,24.08,108.05,1.81,0.6799999999999999,0.24000000000000002,0.9500000000000001,7.86,0.6100000000000001,1.72,543.01,2
420,13.280000000000001,1.27,2.2199999999999998,14.850000000000001,93.52,2.28,2.36,0.2,1.39,2.59,0.9900000000000001,3.63,870.01,0
421,12.96,3.7399999999999998,2.29,22.14,83.46,1.5799999999999998,1.48,0.6,1.56,4.55,0.82,1.9299999999999997,480.95,1
422,12.540000000000001,0.77,1.9200000000000002,13.31,88.64,1.99,1.9900000000000002,0.2,1.0,2.18,1.03,2.2199999999999998,813.71,0
423,13.049999999999999,2.38,2.32,17.38,95.78,1.34,-0.21999999999999997,0.4,0.35000000000000003,4.06,0.78,1.26,432.63,2
424,11.89,1.8400000000000003,2.31,19.17,90.17,2.22,1.5599999999999998,0.27,1.0,1.5299999999999998,0.67,2.9899999999999998,265.28,1
425,12.29,1.0999999999999999,2.5300000000000002,17.770000000000003,96.57,2.36,2.55,0.36,2.02,4.369999999999999,1.17,2.23,646.44,1
426,13.48,1.16,2.62,21.47,96.59,2.81,2.94,0.24999999999999997,2.1999999999999997,4.98,1.1199999999999999,2.4899999999999998,1187.75,0
427,12.89,3.49,2.17,16.05,96.78,2.37,2.1999999999999997,0.27,1.41,3.3500000000000005,0.72,2.69,542.87,0
428,14.05,3.9899999999999998,2.7100000000000004,24.18,94.64,1.9899999999999998,0.67,0.55,1.3,8.979999999999999,0.59,1.53,530.05,2
429,13.66,0.9199999999999999,2.24,13.25,116.94,2.36,2.3600000000000003,0.19000000000000003,1.8900000000000001,4.01,0.88,3.42,843.21,0
430,12.69,2.84,1.8800000000000001,15.82,77.26,1.8900000000000001,1.79,0.16000000000000003,0.97,2.2100000000000004,0.71,2.37,754.15,0
431,12.95,1.5,2.5700000000000003,15.41,96.04,2.74,2.81,0.26,1.42,5.03,0.9700000000000001,2.54,1138.67,0
432,13.780000000000001,3.3800000000000003,2.36,11.379999999999999,120.21,2.66,2.5,0.13,1.77,3.84,0.77,3.1399999999999997,588.23,0
433,13.950000000000001,2.0,2.57,17.16,119.1,2.52,2.38,0.29,1.17,4.74,1.03,3.49,1253.06,0
434,13.23,2.1,2.57,23.06,98.85,1.28,0.41,0.34,1.29,7.66,0.64,1.49,614.5,2
435,13.38,1.67,2.3800000000000003,20.09,98.25,2.62,2.86,0.24000000000000002,1.79,4.819999999999999,1.01,3.3800000000000003,881.39,0
436,11.92,1.18,2.45,21.86,81.26,2.44,2.1,0.41,0.93,2.46,0.89,3.05,324.65,1
437,12.069999999999999,0.79,2.46,16.85,92.67,2.19,2.28,0.32,1.87,3.7399999999999998,1.0999999999999999,2.04,560.54,1
438,13.34,0.9500000000000001,2.56,17.77,124.59,2.6300000000000003,2.22,0.44,1.05,4.2,1.13,2.63,1071.63,0
439,13.94,1.5699999999999998,2.18,15.67,94.6,2.59,2.23,0.25,1.92,4.47,1.02,3.52,1004.21,0
440,13.49,3.64,2.26,18.07,82.89,1.53,0.39999999999999997,0.43,1.32,8.02,0.47,1.3399999999999999,345.25,2
441,12.02,0.5599999999999999,2.08,15.47,76.31,1.62,-0.030000000000000027,0.52,0.9,4.04,0.61,1.08,458.39,2
442,13.190000000000001,2.48,2.41,13.34,108.06,2.35,2.4699999999999998,0.1,1.3399999999999999,3.8099999999999996,0.83,2.9699999999999998,669.92,0
443,13.629999999999999,0.71,2.46,22.09,85.53999999999999,2.25,0.44000000000000006,0.42000000000000004,2.2,10.98,0.36999999999999994,1.3399999999999999,385.23,2
444,12.040000000000001,1.28,2.29,23.44,69.31,2.1700000000000004,1.54,0.41,1.3499999999999999,1.63,1.06,3.18,609.76,1
445,11.73,1.5899999999999999,1.8499999999999999,19.11,84.35,2.43,1.52,0.36,1.3499999999999999,1.79,0.9099999999999999,2.36,378.56,1
446,11.879999999999999,0.9599999999999999,2.1399999999999997,22.5,79.43,1.8400000000000003,1.85,0.33,1.5599999999999998,0.7300000000000002,0.75,2.3499999999999996,153.06,1
447,11.71,3.46,2.49,23.59,89.55,1.6500000000000001,1.2599999999999998,0.32,1.21,0.06000000000000005,0.72,2.5,90.45999999999998,1
448,12.91,3.52,2.18,16.14,97.17,2.38,2.2199999999999998,0.27,1.43,3.41,0.73,2.71,551.39,0
449,12.94,1.98,2.21,18.27,81.61,1.0799999999999998,-0.020000000000000018,0.31,0.34,4.3999999999999995,0.58,2.1,617.17,2
450,13.600000000000001,1.7100000000000002,2.32,16.14,99.05,2.52,2.7399999999999998,0.25,1.6099999999999999,3.48,1.08,3.9,991.9,0
451,11.89,3.2800000000000002,1.96,18.55,85.09,1.92,1.5099999999999998,0.35,1.79,0.97,0.9,2.96,521.93,1
452,13.17,1.9099999999999997,2.09,19.47,79.18,0.8800000000000001,-0.07999999999999996,0.31999999999999995,0.6000000000000001,7.82,0.5299999999999999,1.14,376.53999999999996,2
453,11.559999999999999,0.019999999999999796,1.8900000000000001,15.68,72.8,2.88,2.1100000000000003,0.07,1.3000000000000003,2.14,0.99,2.16,106.81,1
454,13.93,1.9300000000000002,2.2399999999999998,17.3,102.01,2.8200000000000003,3.11,0.19,2.26,5.26,1.2,3.02,1443.97,0
455,12.24,0.8200000000000001,1.8900000000000001,15.170000000000002,93.04,1.72,0.9199999999999999,0.47000000000000003,0.33999999999999997,4.62,0.87,1.2400000000000002,296.56,1
456,11.5,0.69,1.87,15.9,66.74,1.0699999999999998,1.0999999999999996,0.25,1.0999999999999999,1.25,0.79,2.51,217.52999999999997,1
457,13.219999999999999,3.3800000000000003,2.52,22.04,106.89,1.52,0.6300000000000001,0.39,1.3,10.01,0.78,1.36,604.42,2
458,13.129999999999999,3.14,2.1399999999999997,16.58,76.53,1.25,-0.040000000000000036,0.37,1.06,6.99,0.36999999999999994,1.02,205.07,2
459,12.52,3.08,1.89,14.96,75.56,1.44,0.94,0.39,0.6499999999999999,2.6799999999999997,0.6299999999999999,1.9000000000000001,274.14,1
460,11.61,0.1200000000000001,2.04,13.06,88.41,1.4999999999999998,0.21000000000000008,0.52,-0.09000000000000002,1.23,1.05,1.04,402.46,1
461,12.44,4.010000000000001,2.33,19.72,78.37,1.3699999999999999,0.12,0.39999999999999997,0.55,6.41,0.42000000000000004,1.48,456.88,2
462,12.44,1.4899999999999998,2.6,17.7,103.89,2.1799999999999997,1.7,0.27,1.25,2.0300000000000002,0.81,2.2300000000000004,423.88,0
463,14.129999999999999,1.5,2.46,16.23,106.86,3.25,3.85,0.31,1.81,8.51,1.21,2.76,1654.83,0
464,11.53,1.77,2.69,27.41,87.35,1.93,1.9100000000000001,0.5399999999999999,1.57,2.25,0.8999999999999999,2.21,363.51,1
465,13.26,3.71,2.43,22.4,99.45,1.69,0.5700000000000001,0.41,1.3099999999999998,6.89,0.6599999999999999,1.4300000000000002,693.84,2
466,13.809999999999999,1.8199999999999998,2.78,19.16,105.95,2.9000000000000004,2.9000000000000004,0.36,1.72,4.33,1.23,3.35,891.94,0
467,13.62,1.5499999999999998,2.71,18.349999999999998,102.52,2.75,2.66,0.33,1.58,3.77,1.18,3.1799999999999997,816.21,0
468,13.59,1.31,2.6500000000000004,21.94,98.62,2.9,3.08,0.26999999999999996,2.28,5.3100000000000005,1.15,2.59,1232.53,0
469,12.51,1.1400000000000001,2.41,16.42,89.09,2.2199999999999998,1.9600000000000002,0.21000000000000002,1.22,2.97,1.0,3.34,884.63,0
470,14.27,1.5799999999999998,2.68,24.71,96.74,2.7399999999999998,1.22,0.52,2.6500000000000004,12.8,0.5499999999999999,1.9,632.21,2
471,13.3,3.7700000000000005,2.11,20.72,80.4,0.95,-0.06000000000000005,0.45,0.8499999999999999,5.390000000000001,0.66,1.37,352.46000000000004,2
472,12.39,0.84,2.4,27.53,128.42,2.84,2.1500000000000004,0.12,1.54,1.6300000000000001,1.1400000000000001,2.9699999999999998,751.79,1
473,11.87,0.74,1.96,18.46,83.7,2.32,2.0999999999999996,0.27999999999999997,1.3399999999999999,2.13,1.3399999999999999,3.0100000000000002,227.26,1
474,11.72,1.33,1.96,20.38,84.18,1.9,1.4700000000000002,0.27999999999999997,1.46,1.66,0.9199999999999999,3.24,454.97,1
475,12.02,4.28,2.37,21.93,79.69,2.0900000000000003,1.73,0.42,1.34,2.5500000000000003,0.78,2.55,573.11,1
476,12.299999999999999,2.52,2.4,19.75,96.38,1.23,-0.07000000000000006,0.52,0.57,4.02,0.72,1.63,357.91999999999996,2
477,12.4,2.68,2.16,16.21,96.2,0.96,0.010000000000000009,0.31000000000000005,0.5499999999999999,3.6900000000000004,0.52,1.26,458.97,2
478,10.97,1.2399999999999998,3.03,26.08,108.63,2.73,4.35,0.38,1.4500000000000002,4.32,0.76,3.17,236.39,1
479,12.75,0.96,1.9500000000000002,14.74,84.34,1.98,1.5099999999999998,0.19,0.9600000000000001,2.38,0.87,2.29,1071.96,0
480,11.83,1.49,2.2399999999999998,17.49,76.66,1.4100000000000001,1.2,0.48000000000000004,1.47,1.7,1.01,2.05,384.4,1
481,11.969999999999999,0.97,1.8699999999999999,14.67,79.32,2.3,2.1,0.24,1.54,1.98,1.14,2.46,302.8,1
482,13.129999999999999,3.27,2.49,21.7,105.44,1.46,0.53,0.38,1.24,9.78,0.76,1.28,572.4,2
483,11.43,0.13,1.81,16.65,75.94,1.98,1.5599999999999998,0.21,1.0299999999999998,0.8700000000000001,1.22,2.62,56.30000000000001,1
484,11.53,3.7299999999999995,2.3,18.04,76.35,0.8299999999999998,-0.41000000000000003,0.42000000000000004,0.29000000000000004,1.8000000000000003,0.55,0.64,441.08,2
485,11.9,0.8400000000000001,1.8299999999999998,17.66,86.28,2.11,1.6400000000000001,0.34,1.85,1.77,0.77,2.74,185.95999999999998,1
486,12.709999999999999,2.78,2.56,23.45,98.64,2.2199999999999998,0.42999999999999994,0.51,0.7200000000000001,4.54,0.85,2.03,537.87,2
487,13.770000000000001,1.04,2.17,9.5,91.33,2.83,2.89,0.19999999999999998,2.53,5.77,1.03,2.4699999999999998,1311.67,0
488,12.8,0.73,2.41,19.7,77.03999999999999,2.08,0.2600000000000001,0.42000000000000004,1.81,9.81,0.37999999999999995,1.19,356.36,2
489,12.700000000000001,2.39,2.17,18.96,81.12,1.45,0.0,0.36,0.81,6.65,0.38,1.08,410.15999999999997,2
490,13.860000000000001,1.8699999999999999,2.54,16.770000000000003,117.44,2.44,2.26,0.28,1.1099999999999999,4.47,1.0,3.4,1216.53,0
491,11.51,1.3800000000000001,1.98,18.68,75.06,2.16,1.95,0.28,0.9500000000000001,1.1499999999999997,0.7,2.79,158.86,1
492,11.76,2.08,2.41,24.15,84.82,1.3699999999999999,-0.27,0.52,0.6499999999999999,5.52,0.48000000000000004,1.12,611.45,2
493,12.04,1.28,2.4899999999999998,18.48,101.78,1.7899999999999998,1.59,0.43,0.9400000000000001,2.5900000000000003,1.41,2.12,306.07,1
494,11.83,1.27,2.36,21.29,82.97,1.3199999999999998,1.04,0.47,1.5099999999999998,3.1100000000000003,1.0,2.5,383.09000000000003,1
495,13.57,1.6199999999999999,2.6100000000000003,16.270000000000003,111.47,2.85,2.54,0.36,1.54,5.7299999999999995,1.0699999999999998,2.75,1297.08,0
496,13.16,0.91,2.21,13.56,78.56,2.14,2.03,0.19999999999999998,1.3900000000000001,3.9099999999999997,0.9799999999999999,2.38,1089.9,0
497,14.69,1.64,2.37,11.14,89.89,3.0500000000000003,3.61,0.42,2.77,5.220000000000001,1.23,2.67,1125.53,0
498,12.83,0.99,2.43,13.780000000000001,83.08,2.42,2.25,0.25,1.0499999999999998,3.1899999999999995,0.76,2.7300000000000004,976.36,0
499,12.05,1.28,2.4899999999999998,18.5,101.87,1.7999999999999998,1.6,0.43,0.9400000000000001,2.6100000000000003,1.42,2.12,308.14,1
500,11.889999999999999,2.2800000000000002,2.08,16.36,80.97,2.14,1.76,0.19,1.71,1.01,1.0399999999999998,2.9499999999999997,134.89,1
501,12.74,1.1900000000000002,2.28,17.52,119.95,1.42,1.1099999999999999,0.19,0.86,3.7699999999999996,0.73,1.19,584.75,2
502,12.08,0.93,1.9800000000000002,16.18,74.78,1.7100000000000002,1.7499999999999998,0.16,1.32,2.08,0.98,2.58,466.71000000000004,1
503,13.94,1.3599999999999999,2.36,15.040000000000001,105.46,3.52,2.96,0.16999999999999998,1.8800000000000001,6.58,0.74,3.08,1313.74,0
504,13.41,1.51,2.6300000000000003,16.29,108.1,2.68,2.64,0.27,1.3,6.67,1.22,2.69,1224.04,0
505,11.899999999999999,2.76,2.13,19.7,86.87,2.21,1.5599999999999998,0.31,1.38,0.2799999999999998,0.96,2.4299999999999997,151.51,1
506,12.21,4.66,2.52,20.82,88.22,1.3499999999999999,0.42,0.52,0.77,3.72,0.74,1.23,702.7,2
507,14.190000000000001,1.77,2.68,19.56,118.1,2.7199999999999998,3.0100000000000002,0.31,1.89,5.890000000000001,1.04,2.56,1238.22,0
508,13.17,1.92,2.09,19.490000000000002,79.27,0.8800000000000001,-0.06999999999999995,0.31999999999999995,0.6000000000000001,7.84,0.5299999999999999,1.15,378.48,2
509,11.540000000000001,1.52,2.58,25.55,86.06,1.8399999999999999,1.4700000000000002,0.38,1.26,2.29,1.33,3.11,519.31,1
510,12.41,3.1599999999999997,2.26,20.32,100.96,1.48,0.85,0.13,0.6399999999999999,4.18,0.7000000000000001,1.04,488.92,2
511,11.22,3.41,1.74,18.52,102.82,3.0,2.29,0.19999999999999998,3.41,2.2199999999999998,0.6799999999999999,2.6,469.81,1
512,13.079999999999998,1.67,2.6100000000000003,15.92,98.22,2.83,2.9699999999999998,0.28,1.51,5.39,1.01,2.65,1186.67,0
513,12.13,1.38,2.17,21.21,86.08,0.6299999999999999,0.2600000000000001,0.17,0.35,3.7700000000000005,0.47000000000000003,0.7700000000000001,297.19,2
514,13.74,1.53,2.28,17.330000000000002,96.71,2.4699999999999998,2.48,0.27,2.13,5.18,0.9700000000000001,2.44,921.38,0
515,13.09,0.98,1.69,14.91,77.63,2.96,3.1500000000000004,0.26,2.27,5.24,1.11,3.16,493.86,1
516,12.469999999999999,1.07,2.39,16.23,88.28,2.19,1.9000000000000001,0.2,1.19,2.84,0.9800000000000001,3.3,866.77,0
517,13.44,1.03,2.49,18.39,108.14,2.6500000000000004,2.92,0.34,1.44,5.489999999999999,1.0199999999999998,2.23,978.65,0
518,12.43,0.8999999999999999,2.41,27.68,129.09,2.8699999999999997,2.2,0.12,1.56,1.74,1.1500000000000001,3.01,766.59,1
519,13.65,5.57,2.43,20.25,93.94,1.63,0.54,0.51,1.02,7.53,0.62,1.69,716.7,2
520,11.77,3.12,1.92,18.06,82.98,1.82,1.3599999999999999,0.33,1.7100000000000002,0.63,0.8700000000000001,2.8499999999999996,475.32,1
521,12.33,1.32,2.1500000000000004,18.41,159.46,2.39,2.09,0.3,3.1799999999999997,2.19,1.1199999999999999,2.5,881.09,1
522,12.91,1.38,2.04,10.0,94.88,2.4299999999999997,2.4,0.22,1.07,3.55,0.9700000000000001,3.15,937.02,0
523,13.149999999999999,1.9,2.09,19.42,78.98,0.8700000000000001,-0.08999999999999997,0.30999999999999994,0.5900000000000001,7.79,0.52,1.13,372.07,2
524,13.49,1.0,1.8599999999999999,17.26,90.85,1.96,1.57,0.29000000000000004,0.6,3.29,1.18,2.3,560.46,1
525,13.909999999999998,1.2,2.25,15.950000000000001,91.38,2.04,2.18,0.23,1.4300000000000002,4.41,1.1099999999999999,2.6399999999999997,1200.25,0
526,13.22,4.970000000000001,2.2800000000000002,18.47,86.31,1.2999999999999998,0.0,0.44,0.7100000000000001,6.29,0.5,1.31,548.39,2
527,12.149999999999999,0.3800000000000001,2.08,15.1,109.58,0.97,0.38,0.09999999999999999,0.43999999999999995,2.0799999999999996,0.56,0.67,356.25,2
528,11.39,2.17,2.79,18.48,96.49,1.46,1.5699999999999998,0.54,0.79,2.7399999999999998,1.13,2.18,463.48,1
529,13.34,1.48,2.5900000000000003,21.93,86.55,2.49,0.93,0.5,2.19,11.35,0.5299999999999999,1.6600000000000001,565.98,2
530,12.34,0.6400000000000001,2.15,15.870000000000001,112.91,1.1099999999999999,0.61,0.13,0.58,2.6199999999999997,0.61,0.8400000000000001,429.62,2
531,10.84,0.9199999999999999,2.0199999999999996,14.8,84.33,2.42,1.2999999999999998,0.05000000000000002,0.8,1.0299999999999998,0.94,2.28,43.56999999999999,1
532,11.219999999999999,2.08,2.34,19.04,91.91,2.7199999999999998,2.5,0.28,1.6700000000000002,2.59,0.73,3.19,534.87,1
533,12.569999999999999,0.97,2.4400000000000004,13.82,89.27,2.44,2.34,0.2,1.15,3.93,0.8700000000000001,2.21,989.25,0
